Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Date,Close Year,Close Quarter,Close Month,# of Deals Closed,Adj. Launch Date,Launch Year,Launch Quarter,Launch Month,Non-Prob. Adj. Scope ($),Probability,FY2015E ($),FY2015E Exit Run rate ($),Monthly Revenue,Date
EMEA SSN Hotels Packages,Installed Base,Europe,United Kingdom,Strategic,n/a,Unnamed,Other Installed Base - Packages,SSN,Package,0,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,1/1/15
EMEA SSN Hotels Strategic,Installed Base,Europe,United Kingdom,Strategic,n/a,Unnamed,Other Installed Base - Hotels,SSN,Hotel,0,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.00,0,0,0,1/1/15
Expedia Affiliate Network - PPA - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Expedia Affiliate Network,Expedia Affiliate Network,PPA,Hotel,On Page,6/3/15,2015,2,6,0,9/1/15,2015,3,9,6400000,0.00,0,0,0,1/1/15
Expedia Affiliate Network - SCA - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Expedia Affiliate Network,Expedia Affiliate Network,SCA,Hotel,On Page,6/3/15,2015,2,6,0,9/1/15,2015,3,9,2200000,0.00,0,0,0,1/1/15
Expedia.ca - SCA - Flight - OP - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.ca,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,633424,1.00,665113,665113,61421,1/1/15
Expedia.ca - SCA - Flight - XU,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.ca,SCA,Flight,Exit Unit,12/27/14,2014,4,12,1,3/27/15,2015,1,3,650000,0.90,253527,468000,0,1/1/15
Expedia.ca - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.ca,SCA,Flight,On Page,5/2/15,2015,2,5,1,7/31/15,2015,3,7,605000,0.50,66370,302500,0,1/1/15
Expedia.co.uk - SCA - Flight - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.co.uk,SCA,Flight,On Page,12/1/14,2014,4,12,1,3/1/15,2015,1,3,405000,0.95,318617,384750,0,1/1/15
Expedia.co.uk - SCA - Flight - OP - Mobile Web,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.co.uk,SCA,Flight,Mobile Web,11/30/15,2015,4,11,0,2/28/16,2016,1,2,139000,0.10,0,13900,0,1/1/15
Expedia.co.uk - SCA - Flight - XU,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.co.uk,SCA,Flight,Exit Unit,1/2/15,2015,1,1,1,4/2/15,2015,2,4,350000,0.95,222384,266000,0,1/1/15
Expedia.co.uk - SCA - Hotel - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.co.uk,SCA,Hotel,On Page,5/2/15,2015,2,5,0,7/31/15,2015,3,7,331000,0.10,7559,33100,0,1/1/15
Expedia.co.uk - SCA - Hotel - XU,Installed Base Growth,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.co.uk,SCA,Hotel,Exit Unit,1/30/15,2015,1,1,0,4/30/15,2015,2,4,780000,0.10,36976,62400,0,1/1/15
Expedia.com - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,PPA,Hotel,On Page,5/30/15,2015,2,5,0.8,8/28/15,2015,3,8,14000000,0.75,2273429,10500000,0,1/1/15
Expedia.com - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,PPA,Hotel,On Page,5/30/15,2015,2,5,0.8,8/28/15,2015,3,8,49583333,0.75,8051727,37187500,0,1/1/15
Expedia.com - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Car,On Page,7/30/15,2015,3,7,0.3,10/28/15,2015,4,10,1100176,0.25,17878,275044,0,1/1/15
Expedia.com - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Car,Exit Unit,7/30/15,2015,3,7,1,10/28/15,2015,4,10,858329,0.50,22317,343332,0,1/1/15
Expedia.com - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,3963176,1.00,3420427,3420427,315865,1/1/15
Expedia.com - SCA - Flight - OP - List Page (IAB),Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia IAB,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,10328,1.00,0,0,0,1/1/15
Expedia.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Flight,Mobile Web,7/30/15,2015,3,7,0,10/28/15,2015,4,10,2200000,0.40,67174,880000,0,1/1/15
Expedia.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,4620629,1.00,3200278,3549284,266309,1/1/15
Expedia.com - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.10,266028,266028,21733,1/1/15
Expedia.com - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,Mobile Web,7/30/15,2015,3,7,0,10/28/15,2015,4,10,1100000,0.40,29969,440000,0,1/1/15
Expedia.com - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,3536627,1.00,2187957,2430160,161252,1/1/15
Expedia.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Package,Exit Unit,7/16/15,2015,3,7,1,10/14/15,2015,4,10,3450000,0.50,110493,1380000,0,1/1/15
Farespotter.net - SCA - Car - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Car,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,1702,0.10,13,136,0,1/1/15
Farespotter.net - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Hotel,Exit Unit,5/2/15,2015,2,5,0,7/31/15,2015,3,7,15113,0.10,279,1209,0,1/1/15
Farespotter.net - SCA - Package - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Package,Exit Unit,8/30/15,2015,3,8,0,11/28/15,2015,4,11,3778,0.10,10,302,0,1/1/15
FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,45000,0.25,1721,9000,0,1/1/15
FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,50000,0.25,2113,12500,0,1/1/15
Fly.com - SCA - Flight - iFC,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,15462,1.00,2454909,1192703,335220,1/1/15
Fly.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Fly.com,SCA,Flight,Mobile Web,5/29/15,2015,2,5,0.3,8/27/15,2015,3,8,190000,0.25,9519,47500,0,1/1/15
Fly.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,195877,1.00,130411,144633,10852,1/1/15
France Unnamed PPA,Unnamed,Europe,France,n/a,Unnamed,Unnamed,0,PPA,Hotel,0,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,392300,1919048,0,1/1/15
France Unnamed SCA Car Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Car,Exit Unit,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,1/1/15
France Unnamed SCA Car iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Car,iFC,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,1/1/15
France Unnamed SCA Car On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Car,On Page,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,1/1/15
France Unnamed SCA Car Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Car,Search Form,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,1/1/15
France Unnamed SCA Flight Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Flight,Exit Unit,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,335663,1469728,0,1/1/15
France Unnamed SCA Flight iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Flight,iFC,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SCA Flight On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Flight,On Page,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,495866,2171188,0,1/1/15
France Unnamed SCA Flight Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Flight,Search Form,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SCA Hotel Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Hotel,Exit Unit,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,427302,2061589,0,1/1/15
France Unnamed SCA Hotel iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Hotel,iFC,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SCA Hotel On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Hotel,On Page,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,274918,1326390,0,1/1/15
France Unnamed SCA Hotel Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Hotel,Search Form,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SCA Package Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Package,Exit Unit,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SCA Package iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Package,iFC,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SCA Package On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Package,On Page,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SCA Package Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Package,Search Form,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,1/1/15
France Unnamed SSN,Unnamed,Europe,France,n/a,Unnamed,Unnamed,0,SSN,Hotel,0,10/3/14,2014,4,10,0,1/1/15,2015,1,1,0,1.00,706173,2296667,3608,1/1/15
Germany Unnamed PPA,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,0,PPA,Hotel,0,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,161148,1309524,0,1/1/15
Germany Unnamed SCA Car Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Car,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Car iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Car,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Car On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Car,On Page,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Car Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Car,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Flight Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Flight,Exit Unit,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,45255,326412,0,1/1/15
Germany Unnamed SCA Flight iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Flight,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Flight On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Flight,On Page,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,70711,510019,0,1/1/15
Germany Unnamed SCA Flight Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Flight,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Hotel Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Hotel,Exit Unit,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,103781,843394,0,1/1/15
Germany Unnamed SCA Hotel iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Hotel,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Hotel On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Hotel,On Page,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,64863,527121,0,1/1/15
Germany Unnamed SCA Hotel Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Hotel,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Package Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Package,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Package iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Package,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Package On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Package,On Page,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SCA Package Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Package,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,1/1/15
Germany Unnamed SSN,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,0,SSN,Hotel,0,10/3/14,2014,4,10,0,1/1/15,2015,1,1,0,1.00,706173,2296667,3608,1/1/15
getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,200000,0.25,6720,40000,0,1/1/15
getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,175000,0.25,6062,43750,0,1/1/15
getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,200000,0.25,8198,50000,0,1/1/15
Gogobot - SCA - Hotel - iFC,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Gogobot,Gogobot,SCA,Hotel,iFC,10/3/15,2015,4,10,0,1/1/16,2016,1,1,30000,0.10,0,3000,0,1/1/15
Gogobot - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Gogobot,Gogobot,SSN,Hotel,On Page,10/10/15,2015,4,10,0,1/8/16,2016,1,1,10000,0.10,0,1000,0,1/1/15
Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,7600000,0.35,1261321,2128000,0,1/1/15
Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,1000000,0.35,56604,350000,0,1/1/15
Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,4400000,0.35,785402,1540000,0,1/1/15
Hipmunk - PPA - Hotel - OP,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,PPA,Hotel,On Page,5/2/15,2015,2,5,0.3,7/31/15,2015,3,7,50000,0.25,3833,12500,0,1/1/15
Hipmunk - SCA - Cars - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Car,iFC,4/27/15,2015,2,4,0,7/26/15,2015,3,7,25000,0.10,613,2500,0,1/1/15
Hipmunk - SCA - Flights / Hotels - Mobile App,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,Mobile App,3/3/15,2015,1,3,1,6/1/15,2015,2,6,20000,0.95,7914,19000,0,1/1/15
Hipmunk - SCA - Flights / Hotels - Mobile Web,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,Mobile Web,6/30/15,2015,2,6,0.3,9/28/15,2015,3,9,130000,0.25,3389,32500,0,1/1/15
Hipmunk - SCA - Hotel - Flight Cross-Sell,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,On Page,4/1/15,2015,2,4,0,6/30/15,2015,2,6,30000,0.10,776,3000,0,1/1/15
Hipmunk - SCA - Package - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Package,iFC,7/30/15,2015,3,7,0,10/28/15,2015,4,10,65000,0.10,423,6500,0,1/1/15
Hipmunk - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SSN,Hotel,On Page,10/29/14,2014,4,10,1,1/27/15,2015,1,1,31000,0.95,21474,29450,179,1/1/15
Hipmunk/Yahoo - SCA - Flight - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Flight,iFC,12/2/14,2014,4,12,0.3,3/2/15,2015,1,3,30000,0.25,3076,7500,0,1/1/15
Hipmunk/Yahoo - SCA - Hotel - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,iFC,12/2/14,2014,4,12,0.3,3/2/15,2015,1,3,50000,0.25,17846,12500,0,1/1/15
HotelClub - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,PPA,Hotel,On Page,1/30/15,2015,1,1,0.3,4/30/15,2015,2,4,368219,0.25,55792,92055,0,1/1/15
HotelClub - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,On Page,5/2/15,2015,2,5,0.3,7/31/15,2015,3,7,11600,0.25,653,2900,0,1/1/15
HotelClub - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,55565,1.00,61144,61144,4995,1/1/15
HotelClub - SSN - Hotel - OP - Mobile Web - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,Mobile Web,4/5/15,2015,2,4,0.3,7/4/15,2015,3,7,43000,0.25,3482,10750,0,1/1/15
HotelClub UK - PPA - Hotel - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub UK,PPA,Hotel,On Page,1/30/15,2015,1,1,0.3,4/30/15,2015,2,4,209311,0.25,31715,52328,0,1/1/15
HotelReservations.com - SCA - Hotel - Home Page XU,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SCA,Hotel,Exit Unit,11/17/14,2014,4,11,1,2/15/15,2015,1,2,54250,0.90,25309,39060,0,1/1/15
HotelReservations.com - SCA - Hotel - List Page XU,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SCA,Hotel,Exit Unit,11/17/14,2014,4,11,1,2/15/15,2015,1,2,54250,0.90,25309,39060,0,1/1/15
HotelReservations.com - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SSN,Hotel,On Page,12/31/14,2014,4,12,1,3/31/15,2015,1,3,31000,0.90,15478,27900,0,1/1/15
HotelReservations.com - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SSN,Hotel,On Page,11/19/14,2014,4,11,1,2/17/15,2015,1,2,123000,0.90,74662,110700,0,1/1/15
HotelReservations.com - SSN - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SSN,Hotel,Mobile Web,12/31/14,2014,4,12,1,3/31/15,2015,1,3,43000,0.90,23529,38700,0,1/1/15
Hotels.com - PPA - Hotel - OP - Details Page,Installed Base,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,PPA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,1.00,12071559,21144260,241828,1/1/15
Hotels.com - PPA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,PPA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,5536,1.00,14900282,26098985,298495,1/1/15
Hotels.com - SCA - Flight - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Flight,On Page,10/17/14,2014,4,10,1,1/15/15,2015,1,1,360000,0.95,228023,342000,7063,1/1/15
